author,comment_original,published_at,like_count,comment_clean
@ZisiziziZizi,"Kalau mau belajar sejarah Indo, paling benar baca Api Sejarah dah 😂",2025-06-28T21:15:57Z,0,kalau mau belajar sejarah indo paling benar baca api sejarah dah
@lelykumalasari9163,Sejarah bersahabat erat dengan kejujuran,2025-06-28T20:38:18Z,0,sejarah bersahabat erat dengan kejujuran
@kharissrimahardhika4963,"Yuk mulai kulik sejarah2 apa saja yang pernah terjadi di negeri kita ini, bisa dari nanya, baca, dengerin musik, dll.
Kita cukupi kebodohan ini sampai disini saja, biar mereka tulis ulang ribuan kali tapi terekam kebenaran di kepala kita jutaan kali 😊",2025-06-28T20:15:29Z,0,yuk mulai kulik sejarah2 apa saja yang pernah terjadi di negeri kita ini bisa dari nanya baca dengerin musik dll kita cukupi kebodohan ini sampai disini saja biar mereka tulis ulang ribuan kali tapi terekam kebenaran di kepala kita jutaan kali
@DANIYUDASAPUTRA-ww1nb,Apakah era bajak laut akan datang,2025-06-28T19:52:06Z,0,apakah era bajak laut akan datang
@ahmadganteng7435,Tiba-tiba disekitar kantor kobi banyak yg jualan bakso..,2025-06-28T19:43:14Z,0,tiba tiba disekitar kantor kobi banyak yg jualan bakso
@dwiwahyu4131,"""History is written by the victor""
 -john price",2025-06-28T19:36:39Z,0,history is written by the victor john price
@liljoe5,Aidit kalo hidup punn geleng2 kepala,2025-06-28T19:19:55Z,1,aidit kalo hidup punn geleng2 kepala
@arnan-k6o7e,Pertanyaannya di manakah one Piece itu berada?,2025-06-28T19:12:35Z,1,pertanyaannya di manakah one piece itu berada
@UnderatedMovies-s5u,"Apresiasi kok bisa berani bersuara. Mumpung belum dibungkam😅😅😅. Ngeri2 sedap, sehat selalu untuk semua team kok bisa.",2025-06-28T18:45:34Z,0,apresiasi kok bisa berani bersuara mumpung belum dibungkam ngeri2 sedap sehat selalu untuk semua team kok bisa
@kuhaku9546,"Dari pada sibuk ngubah masalalu, mending mikirin masa depan, atau mungkin mereka g peduli masa depan😢😢😢😢, mungkin mereka emng g peduli",2025-06-28T18:37:58Z,0,dari pada sibuk ngubah masalalu mending mikirin masa depan atau mungkin mereka g peduli masa depan mungkin mereka emng g peduli
@imanuelc143,"If it was battle machete (versatility, easy to maintain, durable) or zweihander (pure power, range, and durable), I'd pick them up instead of katana",2025-06-28T18:29:46Z,0,if it was battle machete versatility easy to maintain durable or zweihander pure power range and durable i d pick them up instead of katana
@indonesiatrade-ot1ky,"kebobrokan negeri ini harus di tulis di buku sejarah, jangan di berikan angan angan palsu kepada generasi penerus bangsa supaya menjadi pelajaran agar tidak terulang lagi di masa depan",2025-06-28T18:26:30Z,14,kebobrokan negeri ini harus di tulis di buku sejarah jangan di berikan angan angan palsu kepada generasi penerus bangsa supaya menjadi pelajaran agar tidak terulang lagi di masa depan
@ql27,"Terimakasih banyak karena sudah ikut menyuarakan betapa keputusan ini sangat tidak adil, tidak berkeprimanusiaan dan akan berdampak buruk untuk korban ataupun rakyat Indonesia kedepannya",2025-06-28T18:24:17Z,0,terimakasih banyak karena sudah ikut menyuarakan betapa keputusan ini sangat tidak adil tidak berkeprimanusiaan dan akan berdampak buruk untuk korban ataupun rakyat indonesia kedepannya
@farhankurnia6397,"bahas dong min
Kok Bisa? hanya modal text/prompt bisa menghasilkan sebuah gambar realis bahkan karya seni atau lebih jauh lagi bisa memproduksi Video",2025-06-28T18:22:21Z,1,bahas dong min kok bisa hanya modal text prompt bisa menghasilkan sebuah gambar realis bahkan karya seni atau lebih jauh lagi bisa memproduksi video
@SocratessukaMatcha,Wah video nya baguss bgtt kok bisa sekarang ❤❤,2025-06-28T18:21:09Z,0,wah video nya baguss bgtt kok bisa sekarang
@HAIWOI-s4h,Tapi efektif kan😊,2025-06-28T18:16:05Z,1,tapi efektif kan
@panduslankerbocah9123,"im sama tidak mau kejahatannya terbongkar,makannya nyuruh gorosei ngehapus sejarah abad kekosongan! selain itu,orang orang di Ohara yang mencoba mengungkap sejarah tersebut dibant**....",2025-06-28T18:12:20Z,0,im sama tidak mau kejahatannya terbongkar makannya nyuruh gorosei ngehapus sejarah abad kekosongan selain itu orang orang di ohara yang mencoba mengungkap sejarah tersebut dibant
@arindayudistira7741,Jdi inget film gowok kamasutra jawa,2025-06-28T18:07:59Z,0,jdi inget film gowok kamasutra jawa
@Ge_En_Pe,"Nando demo...

""Berapa kalipun...""",2025-06-28T17:53:35Z,1,nando demo berapa kalipun
@Rahmat.Hidayatあ,"Ini adalah konsep yang menarik, dan ada beberapa cara untuk mendekatinya, tergantung pada apa yang Anda maksudkan.
Mempelajari dari Kesalahan
Seringkali, ide ""buruk"" di masa lalu dapat menjadi pelajaran berharga. Daripada mencoba menghapusnya, lebih baik memahami mengapa ide tersebut gagal atau membawa dampak negatif. Ini bisa melibatkan:
 * Analisis mendalam: Mengidentifikasi faktor-faktor yang menyebabkan kegagalan atau konsekuensi negatif. Apakah itu kurangnya riset, implementasi yang buruk, atau karena ide tersebut tidak etis?
 * Dokumentasi: Mencatat secara objektif apa yang terjadi, mengapa, dan apa yang bisa dipelajari. Ini membantu mencegah pengulangan kesalahan yang sama di masa depan.
 * Transparansi: Terkadang, mengakui kesalahan dan belajar darinya adalah cara terbaik untuk membersihkan nama atau reputasi.
Merevolusi atau Memodifikasi Ide
Terkadang, sebuah ide yang awalnya buruk bisa diperbaiki atau diubah menjadi sesuatu yang positif. Ini bukan ""menghapus"" sejarah, melainkan menulis ulang masa depan ide tersebut. Contohnya:
 * Identifikasi elemen positif: Apakah ada bagian dari ide tersebut yang masih memiliki potensi, meskipun inti utamanya buruk?
 * Perubahan fundamental: Mungkin perlu ada perombakan total dari konsep asli, mempertahankan namanya tetapi dengan substansi yang sama sekali baru.
 * Rebranding: Mengubah nama, citra, atau cara ide tersebut dipresentasikan untuk memisahkan diri dari asosiasi negatif sebelumnya.
Mengubur Ide Secara Simbolis
Dalam beberapa kasus, terutama jika ide tersebut sangat merugikan atau tidak etis, upaya untuk ""menghapus"" sejarah mungkin berarti menolak dan mengutuknya secara tegas. Ini bisa berupa:
 * Deklarasi publik: Secara terbuka menolak ide tersebut dan segala bentuk dukungan terhadapnya.
 * Penghapusan fisik atau simbolis: Jika ada monumen atau simbol terkait ide buruk tersebut, mungkin ada upaya untuk menghapusnya atau mengubah maknanya.
 * Edukasi: Memastikan bahwa generasi mendatang diajari tentang bahaya atau kerugian dari ide tersebut, sehingga tidak terulang kembali.
Mengapa Sulit ""Menghapus"" Noda Sejarah
Penting untuk diingat bahwa sejarah tidak bisa benar-benar dihapus. Peristiwa dan ide yang telah ada akan selalu menjadi bagian dari catatan waktu. Upaya untuk menghapus sepenuhnya seringkali justru menyembunyikan kebenaran dan dapat mengulangi kesalahan di masa depan.
Fokusnya seharusnya bukan pada penghapusan, melainkan pada pembelajaran, perbaikan, dan pencegahan agar ide-ide buruk tidak terulang atau tidak lagi memiliki dampak negatif",2025-06-28T17:53:17Z,37,ini adalah konsep yang menarik dan ada beberapa cara untuk mendekatinya tergantung pada apa yang anda maksudkan mempelajari dari kesalahan seringkali ide buruk di masa lalu dapat menjadi pelajaran berharga daripada mencoba menghapusnya lebih baik memahami mengapa ide tersebut gagal atau membawa dampak negatif ini bisa melibatkan analisis mendalam mengidentifikasi faktor faktor yang menyebabkan kegagalan atau konsekuensi negatif apakah itu kurangnya riset implementasi yang buruk atau karena ide tersebut tidak etis dokumentasi mencatat secara objektif apa yang terjadi mengapa dan apa yang bisa dipelajari ini membantu mencegah pengulangan kesalahan yang sama di masa depan transparansi terkadang mengakui kesalahan dan belajar darinya adalah cara terbaik untuk membersihkan nama atau reputasi merevolusi atau memodifikasi ide terkadang sebuah ide yang awalnya buruk bisa diperbaiki atau diubah menjadi sesuatu yang positif ini bukan menghapus sejarah melainkan menulis ulang masa depan ide tersebut contohnya identifikasi elemen positif apakah ada bagian dari ide tersebut yang masih memiliki potensi meskipun inti utamanya buruk perubahan fundamental mungkin perlu ada perombakan total dari konsep asli mempertahankan namanya tetapi dengan substansi yang sama sekali baru rebranding mengubah nama citra atau cara ide tersebut dipresentasikan untuk memisahkan diri dari asosiasi negatif sebelumnya mengubur ide secara simbolis dalam beberapa kasus terutama jika ide tersebut sangat merugikan atau tidak etis upaya untuk menghapus sejarah mungkin berarti menolak dan mengutuknya secara tegas ini bisa berupa deklarasi publik secara terbuka menolak ide tersebut dan segala bentuk dukungan terhadapnya penghapusan fisik atau simbolis jika ada monumen atau simbol terkait ide buruk tersebut mungkin ada upaya untuk menghapusnya atau mengubah maknanya edukasi memastikan bahwa generasi mendatang diajari tentang bahaya atau kerugian dari ide tersebut sehingga tidak terulang kembali mengapa sulit menghapus noda sejarah penting untuk diingat bahwa sejarah tidak bisa benar benar dihapus peristiwa dan ide yang telah ada akan selalu menjadi bagian dari catatan waktu upaya untuk menghapus sepenuhnya seringkali justru menyembunyikan kebenaran dan dapat mengulangi kesalahan di masa depan fokusnya seharusnya bukan pada penghapusan melainkan pada pembelajaran perbaikan dan pencegahan agar ide ide buruk tidak terulang atau tidak lagi memiliki dampak negatif
@sulendrisaputra5258,Saya mungkin kita mengakui ada kebaikan orde Baru dan iya dan mungkin didalam keluarga kita sendiri ada pejabat dimasa itu.. TAPIIIII.. jika sejarah kelam masa lalu maupun masa kelam yg saya alami di 98 yg memang heroik dan penuh ketidakpastian apakah akan dihapus??? Sungguh BIADAB jika itu dihilangkan!!!!!. Bahkan lebih BIADAB daripada ORDE BARU!!!!!!!!!!. INGAT OM WOWO JANJI MANIS MU HANYA MENSEJAHTERAKAN RAKYAT BUKAN MERUBAH SEJARAH YG JELAS TELAH DILALUI BANGSA INI DENGAN BAIK DAN BENAR. JIKA ENGKAU MENGIZINKAN APALAGI MENYARANKAN SEJARAH DIRUBAH MAKA ANDA PRABOWO SUBIANTO LEBIH BIADAB DARI ORDE BARU. SAYA KELUARGA YG MEMILIKI KELUARGA DIDALAM PEJABAT ORDE BARU SALAM AKAL SEHAT.,2025-06-28T17:47:46Z,1,saya mungkin kita mengakui ada kebaikan orde baru dan iya dan mungkin didalam keluarga kita sendiri ada pejabat dimasa itu tapi jika sejarah kelam masa lalu maupun masa kelam yg saya alami di 98 yg memang heroik dan penuh ketidakpastian apakah akan dihapus sungguh biadab jika itu dihilangkan bahkan lebih biadab daripada orde baru ingat om wowo janji manis mu hanya mensejahterakan rakyat bukan merubah sejarah yg jelas telah dilalui bangsa ini dengan baik dan benar jika engkau mengizinkan apalagi menyarankan sejarah dirubah maka anda prabowo subianto lebih biadab dari orde baru saya keluarga yg memiliki keluarga didalam pejabat orde baru salam akal sehat
@ejaaanakLCbokapnyametong,Harusnya bocil2 gen z diletakkan disana. Biar gak seenak jidatnya ngomong enaknya zaman orba,2025-06-28T17:46:04Z,0,harusnya bocil2 gen z diletakkan disana biar gak seenak jidatnya ngomong enaknya zaman orba
@williamsetiawan2840,"Bang Nitip di kolom chat, Pemberontakan PKI 1928 terhadap Belanda di daerah Misteer Cornelis sebagai satu-satunha pemberontakan organisasi kebangkitan yang ada di Indonesia, sebagai forma keputusan suara milik seluruh rakyat, sebagai gerakan internationale Indonesia pertama. Hal ini yang ngebuat PKI di inca roleh Belanda karena dapat merusak citra Belanda bahwa mereka adalah pasukan lemah jika semua orang bangkit bersama seperti Bolsevik",2025-06-28T17:44:33Z,0,bang nitip di kolom chat pemberontakan pki 1928 terhadap belanda di daerah misteer cornelis sebagai satu satunha pemberontakan organisasi kebangkitan yang ada di indonesia sebagai forma keputusan suara milik seluruh rakyat sebagai gerakan internationale indonesia pertama hal ini yang ngebuat pki di inca roleh belanda karena dapat merusak citra belanda bahwa mereka adalah pasukan lemah jika semua orang bangkit bersama seperti bolsevik
@hubungkan,"kreen banget. kok bisa, semangat perjuangan takkan padam, yuk shareee",2025-06-28T17:39:29Z,1,kreen banget kok bisa semangat perjuangan takkan padam yuk share
@Pertamax7-HD,sangat buruk om kok ,2025-06-28T17:30:40Z,0,sangat buruk om kok
@Tokonav1,"Damn, nggak nanggung nanggung",2025-06-28T17:27:35Z,0,damn nggak nanggung nanggung
@20_7JAji,"Satu lagi kayak jepang yang mengahapus sejarah penjajahannya dari korea, china dan negara yang dijajahnya. juga dihilangkannya perempuan jajahannya yang jadi pelecehan seksual yaitu demi menghormati sang kaisar Hirohito dan penerusnya",2025-06-28T17:23:05Z,0,satu lagi kayak jepang yang mengahapus sejarah penjajahannya dari korea china dan negara yang dijajahnya juga dihilangkannya perempuan jajahannya yang jadi pelecehan seksual yaitu demi menghormati sang kaisar hirohito dan penerusnya
@randomgaming6572,"Jadi inget pernah baca buku api sejarah jilid 2, gw terkaget2 ternyata sejarah yg kita tahu itu banyak di plintir dan di selewengkan. Faktanya jauh beda sama yg kita pelajari di sekolah",2025-06-28T17:19:42Z,0,jadi inget pernah baca buku api sejarah jilid 2 gw terkaget2 ternyata sejarah yg kita tahu itu banyak di plintir dan di selewengkan faktanya jauh beda sama yg kita pelajari di sekolah
@IpAntonio-es4ec,"nah selanjutnya nya min bikin judul begini ""kenapa sejarah tionghoa kok banyak disembunyikan?""",2025-06-28T17:18:04Z,3,nah selanjutnya nya min bikin judul begini kenapa sejarah tionghoa kok banyak disembunyikan
@kodenemu867,One piece: alasan kenapa pemerintah dunia menghapus voic century,2025-06-28T17:11:14Z,0,one piece alasan kenapa pemerintah dunia menghapus voic century
@rygaming9451,98 mau di hapus pun bakal di ingat sampai kapan pun,2025-06-28T17:04:54Z,0,98 mau di hapus pun bakal di ingat sampai kapan pun
@rifaldi9991,FASIS YANG BAIK ADALAH FASIS YANG MATI!,2025-06-28T17:04:38Z,1,fasis yang baik adalah fasis yang mati
@nauramartasabila5514,Tonton selagi videonya belum di take down😌,2025-06-28T17:00:09Z,0,tonton selagi videonya belum di take down
@SitiKhikmatun-o8e,Tapi memang pemenang yg menulis sejarah,2025-06-28T16:50:37Z,1,tapi memang pemenang yg menulis sejarah
@rindosulistyo8284,Diubah sesuai dengan keinginan penguasa,2025-06-28T16:38:47Z,1,diubah sesuai dengan keinginan penguasa
@Omi-Ech,Sebar ini wahai sahabat Kok Bisa?,2025-06-28T16:32:12Z,0,sebar ini wahai sahabat kok bisa
@umarabdulazizaji,Wiji Thukul,2025-06-28T16:29:41Z,0,wiji thukul
@khoirulminoz7083,One piece is real 🔥,2025-06-28T16:27:56Z,1,one piece is real
@dedekup23,"Kebenaran gak boleh dikubur cuma karena kekuasaan. Teruslah mencari tahu karena sejarah bukan milik penguasa, tapi milik semua manusia!",2025-06-28T16:21:20Z,1,kebenaran gak boleh dikubur cuma karena kekuasaan teruslah mencari tahu karena sejarah bukan milik penguasa tapi milik semua manusia
@mboxmenawi09,Jangan di hapus ya video ini,2025-06-28T16:18:49Z,3,jangan di hapus ya video ini
@tritan7465,menolak lupa,2025-06-28T16:14:53Z,0,menolak lupa
@Lupus_Fulguris,"saat kok bisa mulai melawan sistem pemeintahan, itu artinya negara sedang tidak baik baik saja",2025-06-28T16:14:51Z,0,saat kok bisa mulai melawan sistem pemeintahan itu artinya negara sedang tidak baik baik saja
@tanya84948,"Kaya di Boruto, sejarah pembantaian clan uchiha oleh itachi dihapus, diganti tragedi aja yg menyebabkan punah nya clan uchiha. Dan banyak sejarah2 kelam lainnya diubah di era pemerintahan baru setelah perang dunia ninja.
Jadi yg tau sejarah aslinya cuma para petinggi",2025-06-28T16:14:12Z,1,kaya di boruto sejarah pembantaian clan uchiha oleh itachi dihapus diganti tragedi aja yg menyebabkan punah nya clan uchiha dan banyak sejarah2 kelam lainnya diubah di era pemerintahan baru setelah perang dunia ninja jadi yg tau sejarah aslinya cuma para petinggi
@rhezkydinata1018,"Jika pemerintah tetap bersikeras melanjutkan revisi sejarah Indonesia, maka tidak salah jika rakyat Indonesia mencurigai akan ada fakta sejarah yang ditutupi/dihapus sekalipun itu fakta kelam",2025-06-28T16:14:11Z,0,jika pemerintah tetap bersikeras melanjutkan revisi sejarah indonesia maka tidak salah jika rakyat indonesia mencurigai akan ada fakta sejarah yang ditutupi dihapus sekalipun itu fakta kelam
@ajipriyatmoko3767,Kongres Perempuan Indonesia pertama ada salah satu pesertanya yang pada akhirnya menjadi orang terpenting di dalam gerakan bahasa Esperanto di Indonesia.,2025-06-28T16:14:10Z,0,kongres perempuan indonesia pertama ada salah satu pesertanya yang pada akhirnya menjadi orang terpenting di dalam gerakan bahasa esperanto di indonesia
@fachmibehesti9712,Sejarah ditulis oleh pemenang kawan,2025-06-28T16:10:12Z,0,sejarah ditulis oleh pemenang kawan
@SyahrilRamadani-j9z,Bagus banget gila.... Ini gabakal ada yang bakal kepikiran kaya gini yang lain sibuk pada joget velocity dan mana mau paham soal beginian tetap konsisten untuk chanel ini 🎉,2025-06-28T16:03:34Z,0,bagus banget gila ini gabakal ada yang bakal kepikiran kaya gini yang lain sibuk pada joget velocity dan mana mau paham soal beginian tetap konsisten untuk chanel ini
@blacksemicolon,"Apa iya menulis ulang sejarah dalam buku"" pelajaran masih relevan di masa kini? Di saat informasi disebarkan dengan viralitas medsos (kebanyakan). Kecuali ""mereka"" melawan narasi"" anti sejarah versi pemerintah via propaganda medsos juga. Berarti kata salah satu mantan calon presiden waktu itu BENAR. Pemerintah saja yang punya instrumen lengkap untuk disinformasi dengan skala yang besar, dengan periode yang panjang.",2025-06-28T16:02:02Z,0,apa iya menulis ulang sejarah dalam buku pelajaran masih relevan di masa kini di saat informasi disebarkan dengan viralitas medsos kebanyakan kecuali mereka melawan narasi anti sejarah versi pemerintah via propaganda medsos juga berarti kata salah satu mantan calon presiden waktu itu benar pemerintah saja yang punya instrumen lengkap untuk disinformasi dengan skala yang besar dengan periode yang panjang
@ZicProgramming,kenapa kebanyakan negara yg menjajah kebanyakan dari eropa,2025-06-28T15:58:52Z,0,kenapa kebanyakan negara yg menjajah kebanyakan dari eropa
@muhammadirsyaad-tx9uw,"Persis kayak ponyglif di one piece,abad kekosongan dilarang untuk diketahui",2025-06-28T15:58:36Z,0,persis kayak ponyglif di one piece abad kekosongan dilarang untuk diketahui
@fitrimeilani9940,Aku benci Israel yang setuju Israel dibenci di komentar,2025-06-28T15:58:24Z,0,aku benci israel yang setuju israel dibenci di komentar
@gilramdhn,Brengsek semua dihapus,2025-06-28T15:57:25Z,0,brengsek semua dihapus
@ngapainmaenyutup9877,bahlil di petrusin dong,2025-06-28T15:53:09Z,0,bahlil di petrusin dong
@panjiputradwiaryaarianto1463,"apa kah agenda fadli zon selarah dgn agenda mengangkat presiden suharto sebagai pahlawan nasional?
emang sih pembangunan pada orba itu meningkat walu hanya di pulau jawa tapi dibalik semua upaya suharto buat bangun indonesia lebih banyak catatan kelam nya di banding catatan putihnya dan ini tdk layak di jadi ka sebagai sosok pahlawan nasional, cukup sebagai gelar bapak pembangunan saja.",2025-06-28T15:51:15Z,0,apa kah agenda fadli zon selarah dgn agenda mengangkat presiden suharto sebagai pahlawan nasional emang sih pembangunan pada orba itu meningkat walu hanya di pulau jawa tapi dibalik semua upaya suharto buat bangun indonesia lebih banyak catatan kelam nya di banding catatan putihnya dan ini tdk layak di jadi ka sebagai sosok pahlawan nasional cukup sebagai gelar bapak pembangunan saja
@vainloriusgaming2872,Ada sejarah Nico Robin 😱,2025-06-28T15:50:37Z,0,ada sejarah nico robin
@GrozenSaurus,"Haruskah kita punya buku sejarah tapi dilihat ga dari satu sisi saja? Misal bagi kita Bangsa Indonesia, kita bebas dari Jepang itu adalah kemenangan tapi bagi Jepang itu adalah Aib. Oleh karena itu di Jepang, di buku sejarah mereka ga pernah diajarin mereka pernah menjajah Asia Tenggara, mentok mentok cuma China sama Korea",2025-06-28T15:45:58Z,2,haruskah kita punya buku sejarah tapi dilihat ga dari satu sisi saja misal bagi kita bangsa indonesia kita bebas dari jepang itu adalah kemenangan tapi bagi jepang itu adalah aib oleh karena itu di jepang di buku sejarah mereka ga pernah diajarin mereka pernah menjajah asia tenggara mentok mentok cuma china sama korea
@uglakAglik,wao,2025-06-28T15:44:24Z,0,wao
@SamsungNew-e9w,Dari dulu sampai sekarang dari 8 rb subcraber sampai 5jt sekarang emng kobi dan sasa terbaik,2025-06-28T15:40:40Z,0,dari dulu sampai sekarang dari 8 rb subcraber sampai 5jt sekarang emng kobi dan sasa terbaik
@DpbAntiGov,"Waktu kecil saya hormat ke pemerintah, sekarang makin dewasa makin sadar busuknya pemerintah.",2025-06-28T15:35:01Z,3,waktu kecil saya hormat ke pemerintah sekarang makin dewasa makin sadar busuknya pemerintah
@HistoricWorldIndonesia,"Mantapp, terus suarakan sejarah yg mau dihapus",2025-06-28T15:32:56Z,3,mantapp terus suarakan sejarah yg mau dihapus
@klaud2351,1984 noticed,2025-06-28T15:31:19Z,0,1984 noticed
@PrivateYTDev,Ngomen biar nyebar lewat algoritma,2025-06-28T15:30:18Z,0,ngomen biar nyebar lewat algoritma
@BudiDawir,jujur animasinya ini keren banget sih,2025-06-28T15:30:13Z,2,jujur animasinya ini keren banget sih
@Nedya_NA,"Tp beruntung zaman skrng ada teknologi internet, & saya yakin fakta sejarah tidak akan bisa hapus. & Tugas moral kita untuk terus menceritakan sejarah secara apa adanya kpd anak2 kita.",2025-06-28T15:29:04Z,52,tp beruntung zaman skrng ada teknologi internet saya yakin fakta sejarah tidak akan bisa hapus tugas moral kita untuk terus menceritakan sejarah secara apa adanya kpd anak2 kita
@bobykurniawansyah8046,"hanya ada 1 kata ""LAWAN"" 🔥",2025-06-28T15:27:06Z,0,hanya ada 1 kata lawan
@yanvic4723,Pantau ini video guys awas kalo ilang tb tb,2025-06-28T15:26:32Z,0,pantau ini video guys awas kalo ilang tb tb
@afif381,simpatisan komunis,2025-06-28T15:25:50Z,0,simpatisan komunis
@idhamharis07,"Sejarah memang tidak selalu bersih, tapi dari kotornya itu kita belajar untuk tidak mengulang nya di kemudian hari",2025-06-28T15:23:24Z,9,sejarah memang tidak selalu bersih tapi dari kotornya itu kita belajar untuk tidak mengulang nya di kemudian hari
@raisfirmanalonso2,Takut chanel ama teamnya ikutsn hilang,2025-06-28T15:19:04Z,0,takut chanel ama teamnya ikutsn hilang
@Elixielerazzz,"kokbisa udah angkat tema2 berat , pertanda indonesia memang tidak baik2 saja",2025-06-28T15:17:50Z,1522,kokbisa udah angkat tema2 berat pertanda indonesia memang tidak baik2 saja
@chokholid-ek7ru,❤,2025-06-28T15:16:50Z,0,
@blablablubleée,min perbaiki lagi video/suara ada suara listrik mengganggu,2025-06-28T15:14:03Z,0,min perbaiki lagi video suara ada suara listrik mengganggu
@yosboem99,Harus bangat ya bela komunis sofiet??? Channel ini punya tujuan sendiri dengan backingan asing,2025-06-28T15:13:46Z,0,harus bangat ya bela komunis sofiet channel ini punya tujuan sendiri dengan backingan asing
@botff473,Jepang juga ngilangin sejarah kalo mereka pernah jajah negara negara dan berakir kekalahan,2025-06-28T15:12:49Z,0,jepang juga ngilangin sejarah kalo mereka pernah jajah negara negara dan berakir kekalahan
@AlbertKyan,"ternyata pas dulu gw sekolahhh........
aduh..
DASAR SD PEMMBOHONHG!",2025-06-28T15:09:05Z,0,ternyata pas dulu gw sekolah aduh dasar sd pemmbohonhg
@Spiderman-sl6wi,"Sejak ribuan tahun lalu...
manusia dibohongi oleh tiga hal:
Tuhan, tanah air, dan kehormatan.
Semuanya dijadikan alasan untuk membunuh.
Padahal yang ingin kita semua lakukan...
hanyalah hidup damai dan mencintai.",2025-06-28T15:05:45Z,5,sejak ribuan tahun lalu manusia dibohongi oleh tiga hal tuhan tanah air dan kehormatan semuanya dijadikan alasan untuk membunuh padahal yang ingin kita semua lakukan hanyalah hidup damai dan mencintai
@zaydabdullah2574,ayo sama sama lawan agar indonesia dapat lebih baik,2025-06-28T15:05:28Z,0,ayo sama sama lawan agar indonesia dapat lebih baik
@dwisurya2311,aokiji tu itachinya onepiece,2025-06-28T15:03:58Z,0,aokiji tu itachinya onepiece
@fajaranwari,"Makasih kok bisa, selalu upload video bermanfaat",2025-06-28T15:03:05Z,0,makasih kok bisa selalu upload video bermanfaat
@IyzRkun-f2i,🗿👍 kece banget semangat terus bang,2025-06-28T14:54:04Z,0,kece banget semangat terus bang
@irsyad2102,"Fakta yang sering diungkapkan adalah bahwa dalam sejarah, cerita sering kali ditulis dan dikisahkan oleh mereka yang memenangkan pertarungan atau konflik, sehingga sudut pandang mereka yang kalah sering kali terabaikan atau diabaikan.",2025-06-28T14:53:39Z,13,fakta yang sering diungkapkan adalah bahwa dalam sejarah cerita sering kali ditulis dan dikisahkan oleh mereka yang memenangkan pertarungan atau konflik sehingga sudut pandang mereka yang kalah sering kali terabaikan atau diabaikan
@Iamautisticperson,"Saya penyandang autism spectrum ingin mengucapkan terima kasih kepada Kok Bisa. Karena menyajikan sejarah masa kelam mengingatkan aku pada masa masa kelam nan suram di zaman sekolah dan kuliah kayak bullying, teror, diskriminasi, ancaman pembunuhan dan kejadian suram kepada orang lain. Sekarang aku hidup aman dan damai. Aku ada di sampingmu kalau ada orang merasa terpuruk. Saya menolak lupa sejarah masa kelam Indonesia kayak pembantaian 1965 1966 Tragedi HAM berat, Peristiwa 1998, Diskriminasi terhadap etnis Tionghoa, dan tak cuma Indonesia. Seluruh negara di dunia juga punya masa kelam. Saya suka Sejarah. 僕は日本史と歴史が大好きものでした。

Impian saya adalah mau jadi ahli matematikawan dan ilmuwan scientist dan peneliti riset 

このビデオをいただくれてありがとうございます。お互いに頑張りましょう、Kok Bisaチーム",2025-06-28T14:50:35Z,311,saya penyandang autism spectrum ingin mengucapkan terima kasih kepada kok bisa karena menyajikan sejarah masa kelam mengingatkan aku pada masa masa kelam nan suram di zaman sekolah dan kuliah kayak bullying teror diskriminasi ancaman pembunuhan dan kejadian suram kepada orang lain sekarang aku hidup aman dan damai aku ada di sampingmu kalau ada orang merasa terpuruk saya menolak lupa sejarah masa kelam indonesia kayak pembantaian 1965 1966 tragedi ham berat peristiwa 1998 diskriminasi terhadap etnis tionghoa dan tak cuma indonesia seluruh negara di dunia juga punya masa kelam saya suka sejarah impian saya adalah mau jadi ahli matematikawan dan ilmuwan scientist dan peneliti riset kok bisa
@Fatihrizki-yp6sf,"Ayo serukan!!!, #menolaklupa",2025-06-28T14:48:07Z,0,ayo serukan menolaklupa
@antihack4459,"""Sejarah di tulis sang pemenang""",2025-06-28T14:47:48Z,0,sejarah di tulis sang pemenang
@Fehh-IVnaYeY,"Tim kobis sedang memasak🔥, gilakk k eren bgt kualitas anmsinya🔥",2025-06-28T14:47:02Z,0,tim kobis sedang memasak gilakk k eren bgt kualitas anmsinya
@ulgames868,😂😂😂 holp,2025-06-28T14:46:31Z,0,holp
@Fadkun.10,"Lalu bagaimana dan di mana semua sejarah yang asli di kumpulkan? 
Apakah ada yang di mana semua fakta sejarah yang pernah ada sampai sekarang masih tercatat? Dan di mana itu?",2025-06-28T14:44:58Z,2,lalu bagaimana dan di mana semua sejarah yang asli di kumpulkan apakah ada yang di mana semua fakta sejarah yang pernah ada sampai sekarang masih tercatat dan di mana itu
@evxhe,"Penguasa yang mempunyai sejarah kelam mengenai pelanggaran HAM  tentu saja akan mencoba menghapus sejarah tersebut demi ""Nama Baik""",2025-06-28T14:44:29Z,0,penguasa yang mempunyai sejarah kelam mengenai pelanggaran ham tentu saja akan mencoba menghapus sejarah tersebut demi nama baik
@IzzumiPoshaf,"Pertanyaan :
Apakah nantinya Peristiwa Pandemi COVID-19 juga bakalan masuk ke dalam Buku Sejarah?",2025-06-28T14:42:17Z,3,pertanyaan apakah nantinya peristiwa pandemi covid 19 juga bakalan masuk ke dalam buku sejarah
